paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year,direct_article_id,direct_id_sources,direct_id_values,direct_id_conflict,query_signature
P00128153,국가위기관리차원에서의 대테러정책 발전방향,이재은,대테러연구논총,2009,,,,False,국가위기관리차원에서의대테러정책발전방향||이재은||대테러연구논총||2009
P00128184,북한의 핵보유국 지위 획득전략과 한국의 정책대응방안,길병옥,한국동북아논총,2007,,,,False,북한의핵보유국지위획득전략과한국의정책대응방안||길병옥||한국동북아논총||2007
P00128187,미국의 대외 정책과 국제사회의 대응,이헌경,한국동북아논총,2005,,,,False,미국의대외정책과국제사회의대응||이헌경||한국동북아논총||2005
P00128188,북한의 핵무장 목적과 대미 전략적 목표,이헌경,세계지역연구논총,2008,ART001306895,paper_uid,ART001306895,False,북한의핵무장목적과대미전략적목표||이헌경||세계지역연구논총||2008
P00128268,"국가적 통일인가, 서방측으로의 통합인가? ― 독일연방공화국(구 서독)의 정부수립과 아데나워 정부의 독일정책 결정에 관한 문제―",권오중,역사교육,2004,,,,False,국가적통일인가서방측으로의통합인가독일연방공화국구서독의정부수립과아데나워정부의독일정책결정에관한문제||권오중||역사교육||2004
P00128269,독일과 한국의 분단과 통일문제의 구조적 차이와 양국 정부가 추진한 통일정책의 변화와 한계에 대한 연구,권오중,독일연구 - 역사·사회·문화,2007,,,,False,독일과한국의분단과통일문제의구조적차이와양국정부가추진한통일정책의변화와한계에대한연구||권오중||독일연구역사사회문화||2007
P00128270,독일연방공화국의 마샬계획 정책과 동방 무역 정책 - 아데나워의 독일통일정책을 중심으로,노명환,서양사론,1992,,,,False,독일연방공화국의마샬계획정책과동방무역정책아데나워의독일통일정책을중심으로||노명환||서양사론||1992
P00128271,동아시아에 있어서 CSCE모델의 유용성,이영기,평화연구,1994,,,,False,동아시아에있어서csce모델의유용성||이영기||평화연구||1994
P00128302,중국 국유기업의 수익성 및 생산성 분석,이영,경제발전연구,2004,,,,False,중국국유기업의수익성및생산성분석||이영||경제발전연구||2004
P00128303,중국 고속철 건설 사업의 전개 -정책결정과정의 특징을 중심으로,주장환,중국학논총,2004,,,,False,중국고속철건설사업의전개정책결정과정의특징을중심으로||주장환||중국학논총||2004
P00128345,남북접경 지역의 평화벨트 구축과 설악산,이상준,통문협 동향과 논단,2004,,,,False,남북접경지역의평화벨트구축과설악산||이상준||통문협동향과논단||2004
P00128346,交易을 통한 平和理論과 南北韓 經濟交流· 協力,주성환,동북아경제연구,2002,,,,False,을통한과||주성환||동북아경제연구||2002
P00128352,북한의 후계자론과 권력승계 과정,곽승지,안보연구,1993,,,,False,북한의후계자론과권력승계과정||곽승지||안보연구||1993
P00128372,북한의 통치 및 산업관리체제의 특징과 노동자의 직무수행동기,이창신,통일논총,1999,,,,False,북한의통치및산업관리체제의특징과노동자의직무수행동기||이창신||통일논총||1999
P00128373,"1990년대 북한 주민생활보장제도와 도시 계층구조 재편-신의주, 청진, 혜산을 중심으로-",정우곤,현대북한연구,2004,,,,False,1990년대북한주민생활보장제도와도시계층구조재편신의주청진혜산을중심으로||정우곤||현대북한연구||2004
P00128374,산업화 시기 북한 공장의 노동규율 형성: 교육과 동원의 결합을 중심으로,조정아,북한연구학회보,2003,,,,False,산업화시기북한공장의노동규율형성교육과동원의결합을중심으로||조정아||북한연구학회보||2003
P00128389,헬싱키 프로세스와 동구사회주의 인권,김수암,통일논총,2007,,,,False,헬싱키프로세스와동구사회주의인권||김수암||통일논총||2007
P00128391,제도와 행위자간의 상호작용에 관한 연구 :  다자간 협력안보 in: 사례로서 CSCE 를 중심으로,이인배,국제정치논총,2001,,,,False,제도와행위자간의상호작용에관한연구다자간협력안보in사례로서csce를중심으로||이인배||국제정치논총||2001
P00128392,Helsinki‘ 인권규정’이 분단국가에 주는 의미,이장희,통일문제연구,1989,,,,False,helsinki인권규정이분단국가에주는의미||이장희||통일문제연구||1989
P00050278,"CSCE 레짐동학 (1972-1994) 분석: 권력, 이익, 지식을 중심으로",홍기준,국제정치논총,2006,,,,False,csce레짐동학19721994분석권력이익지식을중심으로||홍기준||국제정치논총||2006
P00128395,국가와 지구시민사회의 관계: INGO를 통한 협력을 중심으로,김현,신아세아,2006,,,,False,국가와지구시민사회의관계ingo를통한협력을중심으로||김현||신아세아||2006
P00128397,지구화시대 정치공동체의 변화: '신중세론'의 비판적 이해,이화용,국제정치논총,2008,,,,False,지구화시대정치공동체의변화신중세론의비판적이해||이화용||국제정치논총||2008
P00128468,문화간 번역에 대하여: 레이 초우와의 대화,성민엽,문학판,1992,,,,False,문화간번역에대하여레이초우와의대화||성민엽||문학판||1992
P00100412,일본의 대북한 정책,김성철,신아세아,2004,,,,False,일본의대북한정책||김성철||신아세아||2004
P00094090,전후 일본의 평화주의에 관한 고찰,김준섭,국제정치논총,2000,,,,False,전후일본의평화주의에관한고찰||김준섭||국제정치논총||2000
P00046044,일본 소극안보정책의 기원,김태효,정치학회보,1997,,,,False,일본소극안보정책의기원||김태효||정치학회보||1997
P00094091,탈냉전기 일본 내 미일무역 및 안보 여론에 관한 연구,남궁곤,국제정치논총,1999,,,,False,탈냉전기일본내미일무역및안보여론에관한연구||남궁곤||국제정치논총||1999
P00128470,전수방위에서 적극적 방위로: 미일동맹 및 위협인식의 변화와 일본 방위정책의 정치,박철희,국제정치논총,2004,,,,False,전수방위에서적극적방위로미일동맹및위협인식의변화와일본방위정책의정치||박철희||국제정치논총||2004
P00128471,"일본의 핵선택: 관념, 제도, 그리고 안보정책",박한규,국가전략,2002,ART000999953,paper_uid,ART000999953,False,일본의핵선택관념제도그리고안보정책||박한규||국가전략||2002
P00128472,현대 일본 국가의 변질과 신보수주의,이기완,아세아연구,2004,,,,False,현대일본국가의변질과신보수주의||이기완||아세아연구||2004
P00128473,전후 일본인의 평화의식에 관한 비판적 고찰: 형성과정과 특징 및 변화를 중심으로,이상봉,국제정치논총,2003,,,,False,전후일본인의평화의식에관한비판적고찰형성과정과특징및변화를중심으로||이상봉||국제정치논총||2003
P00128476,일본 핵정책의 이중성과 핵무장 옵션,조성렬,국제정치논총,1999,,,,False,일본핵정책의이중성과핵무장옵션||조성렬||국제정치논총||1999
P00128499,새로운 전후’와 ‘보통국가’노선,김준섭,日本究論叢,2001,,,,False,새로운전후와보통국가노선||김준섭||||2001
P00046059,일본의 외교·안보정책에 나타난 '네 가지 노선': 일본의 외교·안보정책의 이해를 위한 분석틀,이명찬,국제.지역연구,2007,,,,False,일본의외교안보정책에나타난네가지노선일본의외교안보정책의이해를위한분석틀||이명찬||국제지역연구||2007
P00128536,선진국들의 지구온난화 대응정책과 시사점,최재철,그린 삼성,2007,,,,False,선진국들의지구온난화대응정책과시사점||최재철||그린삼성||2007
P00128554,유권자의 투표 선택과 뉴스 미디어의 점화효과: 17대 총선의 선거 이슈를 중심으로,반현,한국방송학보,2004,,,,False,유권자의투표선택과뉴스미디어의점화효과17대총선의선거이슈를중심으로||반현||한국방송학보||2004
P00057260,정치적 불만과 미디어 이용이 투표행위에 미치는 영향에 관한 연구: 17대 총선의 정치행태를 중심으로,송종길,한국언론학보,2005,,,,False,정치적불만과미디어이용이투표행위에미치는영향에관한연구17대총선의정치행태를중심으로||송종길||한국언론학보||2005
P00128556,후보 결정에 대한 TV 토론의 영향력 에 있어서 정치 환경의 역할: 제17대 국회의원 선거 캠페인,이강형,한국방송학보,2003,,,,False,후보결정에대한tv토론의영향력에있어서정치환경의역할제17대국회의원선거캠페인||이강형||한국방송학보||2003
P00128557,텔레비전의 선거보도에 비추어진 지역정치의 특성: 제16대 국 회의원 선거기간 중 쟁점보도분석을 중심으로,황 근,한국언론학보,2002,,,,False,텔레비전의선거보도에비추어진지역정치의특성제16대국회의원선거기간중쟁점보도분석을중심으로||황근||한국언론학보||2002
P00128607,칸트에 있어서 인간의 존엄성과 자유,임혁재,중대논문집,1987,,,,False,칸트에있어서인간의존엄성과자유||임혁재||중대논문집||1987
P00128608,칸트의 영구평화론연구,임혁재,인문학연구,1990,,,,False,칸트의영구평화론연구||임혁재||인문학연구||1990
P00128609,칸트의 평화사상연구,박영준,육사논문집,1993,,,,False,칸트의평화사상연구||박영준||육사논문집||1993
P00128610,칸트 영구평화론의 이론적 토대와 함의,정태일,사회과학연구,2007,,,,False,칸트영구평화론의이론적토대와함의||정태일||사회과학연구||2007
P00128623,현대 중앙아시아의 이슬람 정치세력화,이문영,러시아연구,2004,,,,False,현대중앙아시아의이슬람정치세력화||이문영||러시아연구||2004
P00128624,중앙아시아 국가들의 對 이슬람 정책에 관한 연구,우덕찬,중앙아시아연구,2000,,,,False,중앙아시아국가들의이슬람정책에관한연구||우덕찬||중앙아시아연구||2000
P00128648,1990년대 일본정치의 변동과 사회당: 사회당 노선전환을 중심으로,이기완,국제정치논총,2003,,,,False,1990년대일본정치의변동과사회당사회당노선전환을중심으로||이기완||국제정치논총||2003
P00128650,일본 정당정치와 정당체계의 변화,이기완,대한정치학회보,2006,,,,False,일본정당정치와정당체계의변화||이기완||대한정치학회보||2006
P00128651,일본의 정치변동과 공명당의 노선전환,이기완,국제정치논총,2006,,,,False,일본의정치변동과공명당의노선전환||이기완||국제정치논총||2006
P00128677,온건주의 연합: 북핵 문제 해법을 위한 한미일 정책 공조,김영재,국제정치논총,2004,ART001114601,paper_uid,ART001114601,False,온건주의연합북핵문제해법을위한한미일정책공조||김영재||국제정치논총||2004
P00128678,북핵문제에 대한 중국의 입장: 6자회담을 중심으로,김유은,중소연구,2004,,,,False,북핵문제에대한중국의입장6자회담을중심으로||김유은||중소연구||2004
P00128679,"1990년대 이후 한반도 안보환경의 변화: ‘푸에블로호 사건’과 비교해 본 제1,2차 북핵 위기의 특징",박용수,국제정치논총,2007,,,,False,1990년대이후한반도안보환경의변화푸에블로호사건과비교해본제12차북핵위기의특징||박용수||국제정치논총||2007
P00128680,북핵문제에 대한 일본 안보정책의 제약과 기회 고찰: 북한의 NPT가입 및 탈퇴 시기(1989-1993) 사례,박홍영,국제지역연구,2002,,,,False,북핵문제에대한일본안보정책의제약과기회고찰북한의npt가입및탈퇴시기19891993사례||박홍영||국제지역연구||2002
P00128895,확장억지의 의미와 미국의 對韓 핵우산 정책,조한승,,2006,,,,False,확장억지의의미와미국의핵우산정책||조한승||||2006
P00128896,미국 미사일방어(MD) 체계가 한국 안보에 미치는 영향,최종철,국방연구,2004,,,,False,미국미사일방어md체계가한국안보에미치는영향||최종철||국방연구||2004
P00128897,"미, B-52동원 北지상목표물 모의공습훈련",,,2007.1.8,,,,False,미b52동원지상목표물모의공습훈련||||||2007
P00128898,미국 MD 어디까지 왔나,,,2006.9.4,,,,False,미국md어디까지왔나||||||2006
P00128910,남북국방장관회담 평가 및 추진방향,김영수,,2002.12,,,,False,남북국방장관회담평가및추진방향||김영수||||2002
P00128911,접경지역을 중심으로 한 남북교류방안,김재한,,2002.7,,,,False,접경지역을중심으로한남북교류방안||김재한||||2002
P00128912,남북협력 증진을 위한 군사적 조치의 이행방안,박종철,,2002,,,,False,남북협력증진을위한군사적조치의이행방안||박종철||||2002
P00128913,남북연결 도로철도의 교통수요 및 비용분석 연구,성낙문,,2005,,,,False,남북연결도로철도의교통수요및비용분석연구||성낙문||||2005
P00128914,남북한 군사적 신뢰구축 및 긴장완화 추진과제 실천방안,송대성,한반도 군비통제,2000.12,,,,False,남북한군사적신뢰구축및긴장완화추진과제실천방안||송대성||한반도군비통제||2000
P00128915,남북한 철도연결이 사회문화교류 확대에 미치는 영향,오기평,,2002.5.2,,,,False,남북한철도연결이사회문화교류확대에미치는영향||오기평||||2002
P00128916,남북철도 연결 사업에 있어서 주변국가의 경제적 효과,윤재희,,2002,,,,False,남북철도연결사업에있어서주변국가의경제적효과||윤재희||||2002
P00128917,남북인프라협력사업의 통합적 추진방안 연구,이상준,,2005,,,,False,남북인프라협력사업의통합적추진방안연구||이상준||||2005
P00128918,남북 및 동북아 철도 연결과 경제협력,이철,,2006년3월7일,,,,False,남북및동북아철도연결과경제협력||이철||||2006
P00128919,한반도비무장지대론: DMZ를 평화지대로,제성호,,1997,,,,False,한반도비무장지대론dmz를평화지대로||제성호||||1997
P00128920,남북철도연결에 있어서의 동서독 철도통합의 시사점,최연혜,,2001.1,,,,False,남북철도연결에있어서의동서독철도통합의시사점||최연혜||||2001
P00120830,신동방정책과 대북포용정책: 브란트와 김대중의 민족통일 대구상,황병덕,,2000,,,,False,신동방정책과대북포용정책브란트와김대중의민족통일대구상||황병덕||||2000
P00128921,동북아 다자간 안보레짐에 대한 접근 『지역연구논총』,김국진,,1994.,,,,False,동북아다자간안보레짐에대한접근지역연구논총||김국진||||1994
P00128922,동북아 지역협력질서 구축을 위한 한국의 역할,김기정,,2001,,,,False,동북아지역협력질서구축을위한한국의역할||김기정||||2001
P00128923,NGO의 초국가적 네트워크와 시민사회 활성화 전략에 관한 비교연구,김영래,,2001,,,,False,ngo의초국가적네트워크와시민사회활성화전략에관한비교연구||김영래||||2001
P00008952,세계화 시대의 국가안보,김태현,,1995,,,,False,세계화시대의국가안보||김태현||||1995
P00128924,신세계질서와 동아시아: 한국의 선택,김태현,,1997,,,,False,신세계질서와동아시아한국의선택||김태현||||1997
P00128925,NGO와 정부의 상호작용을 통한 남북한관계 개선 방향,라미경,,2001,,,,False,ngo와정부의상호작용을통한남북한관계개선방향||라미경||||2001
P00128926,NGO와 현대사회,박상필,,2001,,,,False,ngo와현대사회||박상필||||2001
P00128927,21세기 동북아시대의 국가ㆍ시장ㆍ시민사회: 시민사회의 역할을 중심으로,박세일,,2004,,,,False,21세기동북아시대의국가시장시민사회시민사회의역할을중심으로||박세일||||2004
P00089204,동북아협력의 인프라 실태: 국가 및 지역차원,박종철,,2005,,,,False,동북아협력의인프라실태국가및지역차원||박종철||||2005
P00128928,탈냉전과 아세안의 다자안보대화: ARF의 현황과 전망,변창구,,1996,,,,False,탈냉전과아세안의다자안보대화arf의현황과전망||변창구||||1996
P00128929,아태지역 다자안보체제 구상과 전망: 일본의 입장 『지역연구논총』,송영선,,1933.,,,,False,아태지역다자안보체제구상과전망일본의입장지역연구논총||송영선||||1933
P00128930,생명의 바람은 아시아로부터-반핵아시아포럼 2000(No Nukes Asia Forum 2000)을 다녀와서,윤기돈,,2006.9.10,,,,False,생명의바람은아시아로부터반핵아시아포럼2000nonukesasiaforum2000을다녀와서||윤기돈||||2006
P00128931,러시아에서의 NGO발달과 시민사회: 1990년대의 낙관론과 비관적인 현실,우평균,,2005,,,,False,러시아에서의ngo발달과시민사회1990년대의낙관론과비관적인현실||우평균||||2005
P00128932,911 테러사태이후 국제환경의 변화와 한반도,이동휘,,2001,,,,False,911테러사태이후국제환경의변화와한반도||이동휘||||2001
P00128933,시민사회와 국제관계에 있어서 행위자 문제,이병화,,1995,,,,False,시민사회와국제관계에있어서행위자문제||이병화||||1995
P00128934,동북아 다자간 안보협력의 모색과 전망 『통일문제연구』,이서항,,1993.,,,,False,동북아다자간안보협력의모색과전망통일문제연구||이서항||||1993
P00128935,국제기구의 동반자: 탈냉전시대의 국제NGO의 위상과 역할,이신화,,1997,,,,False,국제기구의동반자탈냉전시대의국제ngo의위상과역할||이신화||||1997
P00128936,동아시아 거버넌스: 지역ㆍ국가ㆍ지방에 대한 다층적 접근,이제민,,2004,,,,False,동아시아거버넌스지역국가지방에대한다층적접근||이제민||||2004
P00128937,미국에서의 반핵운동과 의회정치,임성호,,2001,,,,False,미국에서의반핵운동과의회정치||임성호||||2001
P00128938,새로운 안보철한: 포괄적 안보와 군사안보의 조화,전 웅,,1998,,,,False,새로운안보철한포괄적안보와군사안보의조화||전웅||||1998
P00128939,글로벌 거버넌스와 안보,전재성,,2001,,,,False,글로벌거버넌스와안보||전재성||||2001
P00128940,국제 반전평화운동과 시민사회의 과제,정현백,,2001,,,,False,국제반전평화운동과시민사회의과제||정현백||||2001
P00128941,국제정치적으로 본 한국의 운명,조명헌,,1996,,,,False,국제정치적으로본한국의운명||조명헌||||1996
P00128942,국제사회에서의 한국여성 NGOs의 역할과 과제,주미영,,1999,,,,False,국제사회에서의한국여성ngos의역할과과제||주미영||||1999
P00128943,"UN, NGO, 글로벌 시민사회",주성수,,2000,,,,False,unngo글로벌시민사회||주성수||||2000
P00128944,동북아협력대화(NEACD)의 전망과 대책,차두현,,1995,,,,False,동북아협력대화neacd의전망과대책||차두현||||1995
P00128952,한반도 평화체제 구축을 위한 동북아다자간안보협력 전략,박건영,한국과 국제정치,2006,,,,False,한반도평화체제구축을위한동북아다자간안보협력전략||박건영||한국과국제정치||2006
P00128953,"9.11 테러 이후 미국의 군사전략 변화: 목표, 수단, 방법 측면",박기련,국제정치논총,2004,ART001114511,paper_uid,ART001114511,False,911테러이후미국의군사전략변화목표수단방법측면||박기련||국제정치논총||2004
P00128954,ARF와 협력안보의 진전: 동북아 다자안보협력에 대한 함의,변창구,대한정치학회보,2005,,,,False,arf와협력안보의진전동북아다자안보협력에대한함의||변창구||대한정치학회보||2005
P00128955,북한의 핵개발 진상과 속셈,송영선,,1990,,,,False,북한의핵개발진상과속셈||송영선||||1990
P00128960,집단안보집단방위협력안보의 동북아 적용가능성에 관한 비교 고찰,이철기,통일문제연구,1995,,,,False,집단안보집단방위협력안보의동북아적용가능성에관한비교고찰||이철기||통일문제연구||1995
P00128961,미중 무역현안과 시사점,한국무역협회 무역연구소,,2006.4.14,,,,False,미중무역현안과시사점||한국무역협회무역연구소||||2006
P00128962,2004북한연감,,,2004,,,,False,2004북한연감||||||2004
P00128963,조선중앙통신사 상보,,,2003.5.12,,,,False,조선중앙통신사상보||||||2003
P00035540,한국사회주의운동 인명사전,강만길,,1996,,,,False,한국사회주의운동인명사전||강만길||||1996
P00128982,북한관계 사료집 1·2·4·5·17·25·27·29·30권,국사편찬위원회,,1998,,,,False,북한관계사료집12451725272930권||국사편찬위원회||||1998
P00128983,위대한 수령 김일성동지의 청년운동령도사,금성청년출판사,,1997,,,,False,위대한수령김일성동지의청년운동령도사||금성청년출판사||||1997
P00128984,『남로당 연구』Ⅰ,김남식,,1984.,,,,False,남로당연구i||김남식||||1984
P00016420,북한의 산업화와 경제정책,김연철,,2001,,,,False,북한의산업화와경제정책||김연철||||2001
P00128985,『동맹강령 및 규약해설』,평양: 청년생활사,,1949.,,,,False,동맹강령및규약해설||평양청년생활사||||1949
P00128986,『청소년 사업에 관한 위대한 수령 김일성원수님의 로작해설』,,,1974.,,,,False,청소년사업에관한위대한수령김일성원수님의로작해설||||||1974
P00128987,『우리당의 통일전선정책』,,,1973.,,,,False,우리당의통일전선정책||||||1973
P00035514,북조선사회주의체제 성립사 1945~1961,서동만,,2005,,,,False,북조선사회주의체제성립사19451961||서동만||||2005
P00038876,북한경제의 구조,양문수,,2001,,,,False,북한경제의구조||양문수||||2001
P00128988,조선민주주의인민공화국 과학원 경제법학연구소 『해방 후 우리나라의 인민 경제발전』,,,1960.,,,,False,조선민주주의인민공화국과학원경제법학연구소해방후우리나라의인민경제발전||||||1960
P00128989,조선민주주의인민공화국 사회과학원 경제연구소,,,1970.,,,,False,조선민주주의인민공화국사회과학원경제연구소||||||1970
P00039191,『청년사업 경험』,채종완,,1990.,,,,False,청년사업경험||채종완||||1990
P00128990,최고인민회의 상임위원회 『조선민주주의인민공화국 최고인민회의 제1차 회의 회의록』 평양: 최고인민회의 상임위원회,,,1948.,,,,False,최고인민회의상임위원회조선민주주의인민공화국최고인민회의제1차회의회의록평양최고인민회의상임위원회||||||1948
P00038205,2004 북한개요,통일부,,2003,,,,False,2004북한개요||통일부||||2003
P00128991,한국반탁·반공학생운동기념사업회 서울: 한국 반탁·반공 학생운동기념사업회,,,1986.,,,,False,한국반탁반공학생운동기념사업회서울한국반탁반공학생운동기념사업회||||||1986
P00128994,7.1조치와 북한,고려대학교 기초학문연구팀,,2005,,,,False,71조치와북한||고려대학교기초학문연구팀||||2005
P00128995,2.13 합의와 북핵 해결의 새로운 전기,고유환,,2007.2.22,,,,False,213합의와북핵해결의새로운전기||고유환||||2007
P00128996,"6자회담 앞두고 긴박, 그러나 한국은 안 보인다",김근식,,2006.11.28,,,,False,6자회담앞두고긴박그러나한국은안보인다||김근식||||2006
P00128997,"대북포용정책과 강경정책의 효과 비교: 1,2차 핵위기를 중심으로",김근식,,2007.2.27,,,,False,대북포용정책과강경정책의효과비교12차핵위기를중심으로||김근식||||2007
P00128998,포용정책은 정말 실패했는가,김근식,,2006,,,,False,포용정책은정말실패했는가||김근식||||2006
P00128999,북핵 문제와 한미관계: 현황과 전망,김영호,통일정책연구,2003,,,,False,북핵문제와한미관계현황과전망||김영호||통일정책연구||2003
P00042884,평화번영정책의 이론적 기초와 과제,박종철,,2003,,,,False,평화번영정책의이론적기초와과제||박종철||||2003
P00129000,북·미간 갈등구조와 협상 전망,박종철,통일정책연구,2003,,,,False,북미간갈등구조와협상전망||박종철||통일정책연구||2003
P00129001,대북포용정책의 이론적 고찰,전재성,,2007.2.27,,,,False,대북포용정책의이론적고찰||전재성||||2007
P00048673,10.9 한반도와 핵,전현준,,2006,,,,False,109한반도와핵||전현준||||2006
P00047258,빌클린턴의 마이라이프,클린턴,,2006,,,,False,빌클린턴의마이라이프||클린턴||||2006
P00129002,"북한 핵실험 이후 대북정책 설명 자료: 대한민국의 평화와 번영, 국민과 함께 지키겠습니다",통일부,,2006,,,,False,북한핵실험이후대북정책설명자료대한민국의평화와번영국민과함께지키겠습니다||통일부||||2006
P00129003,"참여정부 3년, 평화번영정책 성과",통일부,,2006,,,,False,참여정부3년평화번영정책성과||통일부||||2006
P00041575,참여정부의 평화번영정책,통일부,,2003.3,,,,False,참여정부의평화번영정책||통일부||||2003
P00129004,평화를 향한 질주 4년,통일부,,2007,,,,False,평화를향한질주4년||통일부||||2007
P00129005,북한의 핵개발계획 인정과 우리의 정책방향: 대미협상행태 변화를 중심으로,허문영,,2002,,,,False,북한의핵개발계획인정과우리의정책방향대미협상행태변화를중심으로||허문영||||2002
P00129006,이어도 쟁점 및 해양주권 강화 방안 -다층적 차원에서의 해법 모색-,강병철,평화학연구,2012,ART001731884,paper_uid,ART001731884,False,이어도쟁점및해양주권강화방안다층적차원에서의해법모색||강병철||평화학연구||2012
P00129007,제주해군기지의 국가전략적 가치와 역할,김강녕,국방정책연구,2012,,,,False,제주해군기지의국가전략적가치와역할||김강녕||국방정책연구||2012
P00129008,인도·태평양전략 대 일대일로의 충돌 동향과 한국의 외교안보전략,김성한,전략연구,2021,ART002743071,paper_uid,ART002743071,False,인도태평양전략대일대일로의충돌동향과한국의외교안보전략||김성한||전략연구||2021
P00129009,한국형 공세방어 전략의 모색,김재엽,국방연구,2013,,,,False,한국형공세방어전략의모색||김재엽||국방연구||2013
P00129010,문재인 정부의 지역 다자외교 추진 방향 : 동북아플러스 책임공동체,김준형,ROK Angle,2017,,,,False,문재인정부의지역다자외교추진방향동북아플러스책임공동체||김준형||rokangle||2017
P00129011,21세기 일본의 대중국 견제정책의 원인,김태중,국가안보와 전략,2019,ART002450772,paper_uid,ART002450772,False,21세기일본의대중국견제정책의원인||김태중||국가안보와전략||2019
P00129012,일본은 보통국가인가?: 군사력 수준과 무력행사 범위의 고찰,김태효,국제관계연구,2020,,,,False,일본은보통국가인가군사력수준과무력행사범위의고찰||김태효||국제관계연구||2020
P00129013,서태평양에서의 미중 세력 경쟁과 자위대의 역할 확대,남창희,국방연구,2015,,,,False,서태평양에서의미중세력경쟁과자위대의역할확대||남창희||국방연구||2015
P00129016,미중 경쟁과 한국의 대응: 냉전의 역사로부터 교훈 찾기,마상윤,한국과 국제정치,2022,ART002824769,paper_uid,ART002824769,False,미중경쟁과한국의대응냉전의역사로부터교훈찾기||마상윤||한국과국제정치||2022
P00129017,회피-수용-주도 진화전략 : 미·중 전략적 경쟁시대 한국의 지정학적 도전과제와 중견국 맞춤형 외교안보전략,반길주,21세기정치학회보,2021,ART002726492,paper_uid,ART002726492,False,회피수용주도진화전략미중전략적경쟁시대한국의지정학적도전과제와중견국맞춤형외교안보전략||반길주||21세기정치학회보||2021
P00129018,한국형 원자력추진잠수함 정책추진과정 분석: 관료정치모델의 적용과 발전적 제언,반길주,국가와 정치,2021,,,,False,한국형원자력추진잠수함정책추진과정분석관료정치모델의적용과발전적제언||반길주||국가와정치||2021
P00129019,일본의 항모보유 결정과 향후 해양전략 전망,박영준,국제.지역연구,2022,,,,False,일본의항모보유결정과향후해양전략전망||박영준||국제지역연구||2022
P00129020,한일어업협정 전사(前史)로서의 GHQ-SCAP 연구: 맥아더라인이 평화선으로,박창건,일본연구논총,2014,,,,False,한일어업협정전사로서의ghqscap연구맥아더라인이평화선으로||박창건||일본연구논총||2014
P00129021,미중간 해양질서 충돌에 따른 일본의 해양 전략: 방어적 해양 거버넌스,박창건,일본연구논총,2016,,,,False,미중간해양질서충돌에따른일본의해양전략방어적해양거버넌스||박창건||일본연구논총||2016
P00129022,강대국 및 약소국 해양전략사상과 한국의 해군전략 : ‘제한적 근해우세’,박창희,국가전략,2012,ART001718512,paper_uid,ART001718512,False,강대국및약소국해양전략사상과한국의해군전략제한적근해우세||박창희||국가전략||2012
P00129023,중국의 해군력 발전과 지역 해양안보 협력 방안,박창희,STRATEGY 21,2016,,,,False,중국의해군력발전과지역해양안보협력방안||박창희||strategy21||2016
P00129024,일본의 해양전략과 해상자위대 전력운용 변화 분석,배준형,한일군사문화연구,2022,,,,False,일본의해양전략과해상자위대전력운용변화분석||배준형||한일군사문화연구||2022
P00129025,아베 정권 시기 일본의 대중국 전략적 사고에 대한 고찰 : 관념화된 외교와 지정학 게임의 불편한 동거,서승원,아세아연구,2017,,,,False,아베정권시기일본의대중국전략적사고에대한고찰관념화된외교와지정학게임의불편한동거||서승원||아세아연구||2017
P00129026,"한국과 일본의 대 아세안 안보정책 - 신남방정책과 자유롭고 개방된 인도･태평양 비전, 그리고 역외 중간국의 전략적 영향력 -",서승원,비교일본학,2020,,,,False,한국과일본의대아세안안보정책신남방정책과자유롭고개방된인도태평양비전그리고역외중간국의전략적영향력||서승원||비교일본학||2020
P00129027,정책 네트워크로서의 한중해양협력: 해양경계획정을 중심으로,석주희,동서연구,2022,,,,False,정책네트워크로서의한중해양협력해양경계획정을중심으로||석주희||동서연구||2022
P00129028,동아시아의 해양안보 위협요인과 한국의 대비과제,신강석,사회과학논총,2016,,,,False,동아시아의해양안보위협요인과한국의대비과제||신강석||사회과학논총||2016
P00129029,중국의 해양강국 구상과 ‘동방서공(東防西功)’ 전략 : 해양지정학적 관점에서,정광호,전략연구,2021,ART002705872,paper_uid,ART002705872,False,중국의해양강국구상과동방서공전략해양지정학적관점에서||정광호||전략연구||2021
P00129030,주변국의 해양안보역량 강화에 따른 대비방향,정안호,한국국가전략,2020,ART002649851,paper_uid,ART002649851,False,주변국의해양안보역량강화에따른대비방향||정안호||한국국가전략||2020
P00129031,미국의 중국 딜레마와 일본의 정상국가화,정일영,통일연구,2015,ART002050932,paper_uid,ART002050932,False,미국의중국딜레마와일본의정상국가화||정일영||통일연구||2015
P00129032,신남방정책과 ‘인도-태평양 전략’의 상호연계 모색: 지정학과 지경학의 상호보완성을 중심으로,최재덕,세계지역연구논총,2019,ART002549830,paper_uid,ART002549830,False,신남방정책과인도태평양전략의상호연계모색지정학과지경학의상호보완성을중심으로||최재덕||세계지역연구논총||2019
P00129033,국방개혁 2. 0 해군추진계획발표 : 동북아 전방위 안보위협에대응해 미래 신기술 적용한 해양강국 청사진 소개,한국방위산업진흥회,국방과 기술,2019,,,,False,국방개혁20해군추진계획발표동북아전방위안보위협에대응해미래신기술적용한해양강국청사진소개||한국방위산업진흥회||국방과기술||2019
